vtrace1;I f(x+r);I f(x-r);I f(r);I f(x);I sin(f(x+r));I cos(f(x));I sin(f(r));I sin(f(x)+f(r));I cos(f(x)+f(r))
vtrace1;-0.5109215330052758;0.3015774472927536;-0.4038962560231068;-0.09612520081862698;-0.48898130235236525;0.9953835292300307;-0.39300406683493305;-0.4794443686439776;0.8775722747304507
vtrace1;-0.8313991265838131;1.2317058969219732;-0.9990664985877581;0.10226954078227621;-0.738874885148006;0.9947750269217501;-0.8409662452762328;-0.7813318518154165;0.6241158044295081
vtrace1;-0.4712638496148273;0.5763242919094941;-0.5229975007301941;0.04548213801441706;-0.45401273161554556;0.998965865848895;-0.4994791903380762;-0.4595738917747611;0.8881395374596269
vtrace1;-0.6103533621353667;0.6303798717916758;-0.6203307998264739;0.008147392827957376;-0.5731570569027991;0.9999668101786492;-0.5813043595937195;-0.5746557183917542;0.8183952622783547
vtrace1;-0.6685583331478077;-0.6303086295336284;-0.015231199582088194;-0.6492946301373066;-0.6198553323847105;0.7965104807211724;-0.015230610676007172;-0.6166859308202505;0.7872092877553981
vtrace1;0.37139060869645985;-0.33913891880863206;0.35521652645577767;0.015118778022294515;0.36291158441729077;0.9998857134525251;0.34779338235703205;0.36192802516506767;0.9322060419242701
vtrace1;-0.15155648059585988;-0.8115148484565288;0.2912783240985106;-0.45354390077593676;-0.15097695383199516;0.898899976429023;0.287176937370516;-0.16155443493232458;0.9868638024335968
vtrace1;-0.7763085855105025;0.9564596347104342;-0.8616271344247983;0.0582858018270906;-0.7006503569979208;0.9983018634817161;-0.7589031626722653;-0.7196800109482352;0.6943058993279173
vtrace1;-0.9101326906587728;-1.1524122552701186;0.062120690316389955;-1.0191558429541139;-0.7895851710672086;0.5240850776812337;0.06208074427275334;-0.8174875710989258;0.5759462397644235
vtrace1;0.16412043070157845;0.5968525655108913;-0.20067279883772107;0.3711778447048363;0.16338464426533128;0.9319007721655412;-0.19932867343511917;0.16968009298227169;0.9854991963698031
vtrace1;0.565530687373603;0.9042127732152334;-0.12536547630912095;0.7220191067740371;0.5358639531019465;0.750472829510307;-0.1250373497919075;0.5618774391081155;0.8272204926265463
vtrace1;0.7479033418678824;0.3394773856190948;0.1744377077636185;0.5311772792341677;0.6801031614971731;0.8622113188280986;0.17355440601088157;0.6485020881616684;0.7612128753837232
vtrace1;-0.0806324525619771;-0.4258975267521803;0.16707276966832038;-0.24941974614282544;-0.08054510773729051;0.9690558156904707;0.1662965947290398;-0.08225394187896572;0.9966114032286465
vtrace1;0.9933001074906603;0.3892115847860044;0.23124189295725567;0.6543525055272356;0.8378321583788968;0.793442189074882;0.22918653685841028;0.7742912767120677;0.6328293757464143
vtrace1;0.20752695868811655;-0.7160310059565461;0.4458423746892968;-0.22712522123605927;0.2060405539920327;0.9743177556873709;0.4312180638644101;0.21697751718167907;0.9761766013573948
vtrace1;0.5194540202422289;0.6966097028075289;-0.07267129509675131;0.6053058352838399;0.496406252103301;0.8223281116576043;-0.07260734771452282;0.507804684073903;0.861472229867338
vtrace1;-1.2753296239345648;0.7339767337842329;-0.9497104282102529;-0.14391559249161764;-0.9566663490049929;0.9896620127178134;-0.8132470316752605;-0.8882980635987257;0.45926740599214577
vtrace1;0.7611011807981479;0.40830511537355096;0.14685976808074402;0.5744662239572752;0.689719202753337;0.8394824688393201;0.14633243026854426;0.6603809804072454;0.7509307296391362
vtrace1;-0.2518019261595776;-0.4332862753883295;0.08545707251733307;-0.3410773355734114;-0.2491494652961983;0.942394840985247;0.08535309625511633;-0.25284556586621626;0.9675066510478328
vtrace1;-1.392343613449351;-0.5999914493359843;-0.21131113863412043;-0.8857306138657323;-0.984119525039419;0.6327238994943339;-0.20974205441628424;-0.8898616128496104;0.45623054476513314
vtrace1;0.989896882766986;0.25906895430197635;0.29411644946576265;0.5776718479224346;0.8359693947756142;0.8377362648946538;0.28989435370492544;0.7654808558766194;0.6434586694469181
vtrace1;-0.5014569714706077;-0.025847249044389058;-0.22943733087760806;-0.2560631184467101;-0.48070364205361993;0.9673945821555171;-0.22742963545966943;-0.46665103602988467;0.884441524676581
vtrace1;-0.42990796843291385;1.193306533631436;-0.7385142274940193;0.25929876718619854;-0.4167871471215505;0.9665700138382814;-0.6731899714988658;-0.46108315077606954;0.8873569338605589
vtrace1;1.2517316856607037;0.7141743417450024;0.14780532741303315;0.9310738957100086;0.9495292354196923;0.5969727815106063;0.14726774554529354;0.8814289991319825;0.4723165458558398
vtrace1;-0.9041509487315617;-0.3257094107726714;-0.23512003837002085;-0.5858894415249951;-0.785900424828313;0.8332206071136856;-0.23295972287095013;-0.7318341456657158;0.681482782788921
vtrace1;0.3846733513170713;0.7269813782396861;-0.1451899771575286;0.5467769502016784;0.3752563792295518;0.8542047380807495;-0.14468041062128978;0.39087955029288607;0.9204418380119578
vtrace1;1.4265934751579374;-0.9783798172954722;1.1423378560645712;0.08009910880715576;0.9896207733754845;0.9967937811570687;0.9096072879708743;0.9399340195430391;0.3413561760180497
vtrace1;-0.7717986095488519;-0.3250072120300715;-0.1901995664288285;-0.5332914530180506;-0.6974253529195882;0.861138460601266;-0.18905486629267765;-0.6620052170332635;0.7494992278986962
vtrace1;-0.2423498061153123;0.9733347376276675;-0.5625858999599841;0.2977719238599835;-0.23998442399223818;0.9559925588035666;-0.5333753364489966;-0.26172973334801486;0.965141205566096
vtrace1;-0.21741780915573164;-0.06265518114520673;-0.0766223275159982;-0.13961469594955123;-0.21570894487718095;0.9902696892352495;-0.07654737481589424;-0.2145558074824974;0.9767117310012886
