test_id,number,started,eqs_found,verified,unverified,faulty,unknown,took_time_s,has_rsr
41_arcsin,41,False,0,51,0,0,0,867.36,1
42_arccos,42,False,0,0,0,0,0,66.86,0
51_log1p,51,False,0,0,0,0,0,4902.7,0
57_floor,57,False,0,0,0,0,0,17.67,0
58_ceil,58,False,0,14,0,0,0,192.07,1
60_erf,60,False,0,1,0,0,0,69.01,1
